# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_bidirectional_gene_fusion	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_gene_fusion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_transcript_ablation	variants_effect_upstream_gene_variant
NTN1	ENSG00000065320	ENST00000546090	protein_coding	24	4	6	959	12	0	0	24	0	0	0	0	8	0	0	934	6	0	0	0	0	2	0	0	0	0	0	2	0	7
NUB1	ENSG00000013374	ENST00000355851	protein_coding	1	4	0	197	4	1	1	0	0	0	0	0	23	1	0	161	0	0	0	0	0	1	0	0	0	0	0	2	0	9
NUB1	ENSG00000013374	ENST00000413040	protein_coding	1	3	1	196	4	0	0	0	0	0	0	0	23	1	0	161	1	0	0	0	0	1	0	0	0	0	0	2	0	9
NUB1	ENSG00000013374	ENST00000460712	protein_coding	0	1	0	74	0	0	0	0	0	0	0	0	20	0	0	29	0	0	0	0	0	0	0	0	0	0	0	1	0	25
NUB1	ENSG00000013374	ENST00000468404	nonsense_mediated_decay	0	1	0	139	2	0	0	0	0	0	0	0	31	0	0	94	0	3	0	0	0	1	0	0	0	0	0	0	0	10
NUB1	ENSG00000013374	ENST00000470229	protein_coding	1	0	0	89	0	0	2	0	0	0	0	0	15	1	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	10
NUB1	ENSG00000013374	ENST00000470316	nonsense_mediated_decay	0	1	0	134	2	0	0	0	0	0	0	0	31	0	0	82	0	4	0	0	0	1	0	0	0	0	0	0	0	16
NUB1	ENSG00000013374	ENST00000477666	processed_transcript	0	1	0	100	0	0	0	0	0	0	0	0	43	0	0	27	0	0	0	0	0	1	0	0	0	0	0	0	0	31
NUB1	ENSG00000013374	ENST00000480714	protein_coding	0	0	0	62	0	0	0	0	0	0	0	0	22	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	25
NUB1	ENSG00000013374	ENST00000480907	retained_intron	0	1	0	133	0	0	0	0	0	0	0	0	15	0	0	90	0	2	0	0	0	1	0	0	0	0	0	0	0	27
NUB1	ENSG00000013374	ENST00000483358	protein_coding	1	1	0	125	0	0	0	0	0	0	0	0	43	1	0	67	0	0	0	0	0	1	0	0	0	0	0	0	0	16
NUB1	ENSG00000013374	ENST00000493588	retained_intron	0	1	0	109	0	0	0	0	0	0	0	0	44	0	0	36	0	1	0	0	0	1	0	0	0	0	0	0	0	29
NUB1	ENSG00000013374	ENST00000497987	retained_intron	0	0	0	86	0	0	0	0	0	0	0	0	15	0	0	54	0	1	0	0	0	0	0	0	0	0	0	0	0	16
NUB1	ENSG00000013374	ENST00000566856	protein_coding	1	4	0	197	4	1	1	0	0	0	0	0	23	1	0	161	0	0	0	0	0	1	0	0	0	0	0	2	0	9
NUB1	ENSG00000013374	ENST00000568733	protein_coding	1	3	1	196	4	0	0	0	0	0	0	0	23	1	0	161	1	0	0	0	0	1	0	0	0	0	0	2	0	9
NUDCD3	ENSG00000015676	ENST00000338427	processed_transcript	0	0	0	54	0	0	0	0	0	0	0	0	12	0	0	30	0	1	0	0	0	0	0	0	0	0	0	0	0	11
NUDCD3	ENSG00000015676	ENST00000355451	protein_coding	0	0	2	309	19	0	0	0	0	0	0	0	11	0	0	268	2	0	0	0	0	0	0	0	0	0	0	0	0	11
NUDCD3	ENSG00000015676	ENST00000460110	processed_transcript	0	0	0	279	0	0	0	0	0	0	0	0	15	0	0	253	0	5	0	0	0	0	0	0	0	0	0	0	0	6
NUDCD3	ENSG00000015676	ENST00000464812	retained_intron	0	0	0	255	0	0	0	0	0	0	0	0	9	0	0	233	0	2	0	0	0	0	0	0	0	0	0	0	0	11
NUDCD3	ENSG00000015676	ENST00000472246	processed_transcript	0	0	0	244	0	0	0	0	0	0	0	0	15	0	0	219	0	1	0	0	0	0	0	0	0	0	0	0	0	9
NUDCD3	ENSG00000015676	ENST00000475952	retained_intron	0	0	0	38	0	0	0	0	0	0	0	0	13	0	0	16	0	2	0	0	0	0	0	0	0	0	0	0	0	7
NUDCD3	ENSG00000015676	ENST00000478769	processed_transcript	0	0	0	54	0	0	0	0	0	0	0	0	40	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9
NUDCD3	ENSG00000015676	ENST00000480209	processed_transcript	0	0	0	19	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
NUDCD3	ENSG00000015676	ENST00000487118	processed_transcript	0	0	0	61	0	0	0	0	0	0	0	0	15	0	0	34	0	1	0	0	0	0	0	0	0	0	0	0	0	11
NUDCD3	ENSG00000015676	ENST00000493613	processed_transcript	0	0	0	139	0	0	0	0	0	0	0	0	12	0	0	117	0	1	0	0	0	0	0	0	0	0	0	0	0	9
NUDCD3	ENSG00000015676	ENST00000497978	processed_transcript	0	0	0	31	0	0	0	0	0	0	0	0	8	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	12
NUDT1	ENSG00000106268	ENST00000339737	protein_coding	2	1	0	102	1	0	1	0	0	0	0	0	22	0	0	52	0	0	0	0	0	0	0	0	0	0	0	1	2	26
NUDT1	ENSG00000106268	ENST00000343985	protein_coding	2	1	0	102	1	0	1	0	0	0	0	0	22	0	0	52	0	0	0	0	0	0	0	0	0	0	0	1	2	26
NUDT1	ENSG00000106268	ENST00000356714	protein_coding	2	1	0	107	1	0	0	0	0	0	0	0	22	0	0	57	0	0	0	0	0	0	0	0	0	0	0	1	2	27
NUDT1	ENSG00000106268	ENST00000397046	protein_coding	2	1	0	107	1	0	1	0	0	0	0	0	22	0	0	56	0	0	0	0	0	0	0	0	0	0	0	1	2	27
NUDT1	ENSG00000106268	ENST00000397048	protein_coding	2	1	0	107	1	0	1	0	0	0	0	0	22	0	0	56	0	0	0	0	0	0	0	0	0	0	0	1	2	27
NUDT1	ENSG00000106268	ENST00000397049	protein_coding	2	1	0	107	1	0	1	0	0	0	0	0	22	0	0	56	0	0	0	0	0	0	0	0	0	0	0	1	2	27
NUDT1	ENSG00000106268	ENST00000454650	protein_coding	2	0	0	63	0	0	5	0	0	0	0	0	26	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	27
NUDT1	ENSG00000106268	ENST00000471348	processed_transcript	2	0	0	87	0	0	0	0	0	0	0	0	48	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	23
NUDT1	ENSG00000106268	ENST00000487426	processed_transcript	2	0	0	72	0	0	0	0	0	0	0	0	22	0	0	21	0	2	0	0	0	0	0	0	0	0	0	0	2	27
NUFIP2	ENSG00000108256	ENST00000225388	protein_coding	0	1	2	156	16	0	0	0	0	0	0	0	11	0	0	108	2	0	0	0	0	0	0	0	0	0	0	1	0	21
NUFIP2	ENSG00000108256	ENST00000579665	protein_coding	0	0	2	145	0	0	0	0	0	0	0	0	15	0	0	109	2	0	0	0	0	0	0	0	0	0	0	0	0	21
NUP205	ENSG00000155561	ENST00000285968	protein_coding	265	8	3	432	1	0	0	88	0	0	0	0	32	88	176	381	3	0	0	0	1	2	0	0	0	0	0	6	0	21
NUP205	ENSG00000155561	ENST00000440390	protein_coding	240	0	1	244	0	0	1	80	0	0	0	0	22	144	160	200	1	0	0	0	0	0	0	0	0	0	0	0	0	21
NUP205	ENSG00000155561	ENST00000461255	retained_intron	216	1	0	82	0	0	0	72	0	0	0	0	32	144	144	35	0	3	0	0	0	1	0	0	0	0	0	0	0	13
NUP205	ENSG00000155561	ENST00000462316	retained_intron	192	0	0	59	0	0	0	64	0	0	0	0	20	128	128	19	0	0	0	0	0	0	0	0	0	0	0	0	0	20
NUP205	ENSG00000155561	ENST00000463247	nonsense_mediated_decay	168	0	0	96	0	0	0	56	0	0	0	0	18	112	112	56	0	2	0	0	0	0	0	0	0	0	0	0	0	20
NUP205	ENSG00000155561	ENST00000472132	protein_coding	144	2	0	91	0	0	0	48	0	0	0	0	19	96	96	53	0	0	0	0	0	0	0	0	0	0	0	2	0	19
NUP205	ENSG00000155561	ENST00000477620	nonsense_mediated_decay	121	2	0	146	2	0	0	40	0	0	0	0	33	80	80	95	0	2	0	0	1	2	0	0	0	0	0	0	0	17
NUP205	ENSG00000155561	ENST00000489493	processed_transcript	96	0	0	110	0	0	0	32	0	0	0	0	19	64	64	68	0	2	0	0	0	0	0	0	0	0	0	0	0	21
NUP205	ENSG00000155561	ENST00000490439	nonsense_mediated_decay	72	0	0	63	1	0	0	24	0	0	0	0	33	48	48	10	0	2	0	0	0	0	0	0	0	0	0	0	0	17
NUP205	ENSG00000155561	ENST00000491089	retained_intron	48	0	0	62	0	0	0	16	0	0	0	0	33	32	32	7	0	2	0	0	0	0	0	0	0	0	0	0	0	20
NUP205	ENSG00000155561	ENST00000607647	retained_intron	25	2	0	254	0	0	0	8	0	0	0	0	32	16	16	195	0	8	0	0	1	2	0	0	0	0	0	0	0	22
NUP85	ENSG00000125450	ENST00000245544	protein_coding	0	2	0	136	1	0	0	0	0	0	0	0	8	0	0	114	0	0	0	0	0	1	0	0	0	0	0	2	0	13
NUP85	ENSG00000125450	ENST00000447371	protein_coding	0	2	0	136	0	0	0	0	0	0	0	0	9	0	0	114	0	0	0	0	0	1	0	0	0	0	0	2	0	13
NUP85	ENSG00000125450	ENST00000449421	processed_transcript	0	1	0	110	0	0	0	0	0	0	0	0	25	0	0	70	0	3	0	0	0	1	0	0	0	0	0	0	0	13
NUP85	ENSG00000125450	ENST00000540768	protein_coding	0	1	0	64	1	0	1	0	0	0	0	0	8	0	0	33	0	0	0	0	0	0	0	0	0	0	0	1	0	21
NUP85	ENSG00000125450	ENST00000541827	protein_coding	0	2	0	136	1	0	0	0	0	0	0	0	8	0	0	114	0	0	0	0	0	1	0	0	0	0	0	2	0	13
NUP85	ENSG00000125450	ENST00000577208	processed_transcript	0	0	0	65	0	0	0	0	0	0	0	0	12	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	13
NUP85	ENSG00000125450	ENST00000577561	retained_intron	0	1	0	64	0	0	0	0	0	0	0	0	25	0	0	27	0	1	0	0	0	1	0	0	0	0	0	0	0	12
NUP85	ENSG00000125450	ENST00000577645	retained_intron	0	0	0	74	0	0	0	0	0	0	0	0	23	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	24
NUP85	ENSG00000125450	ENST00000578294	retained_intron	0	0	0	43	0	0	0	0	0	0	0	0	8	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	22
NUP85	ENSG00000125450	ENST00000578830	nonsense_mediated_decay	0	0	0	108	1	0	0	0	0	0	0	0	21	0	0	62	0	1	0	0	0	0	0	0	0	0	0	0	0	23
NUP85	ENSG00000125450	ENST00000578987	nonsense_mediated_decay	0	0	0	39	1	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	28
NUP85	ENSG00000125450	ENST00000579298	protein_coding	0	2	0	136	0	0	0	0	0	0	0	0	9	0	0	114	0	0	0	0	0	1	0	0	0	0	0	2	0	13
NUP85	ENSG00000125450	ENST00000579324	protein_coding	0	2	0	136	1	0	0	0	0	0	0	0	8	0	0	114	0	0	0	0	0	1	0	0	0	0	0	2	0	13
NUP85	ENSG00000125450	ENST00000579557	protein_coding	0	1	0	76	0	0	0	0	0	0	0	0	21	0	0	32	0	0	0	0	0	1	0	0	0	0	0	1	0	23
NUP85	ENSG00000125450	ENST00000579838	protein_coding	0	1	0	37	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28
NUP85	ENSG00000125450	ENST00000579900	protein_coding	0	1	0	43	1	0	0	0	0	0	0	0	8	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	22
NUP85	ENSG00000125450	ENST00000580879	nonsense_mediated_decay	0	0	0	73	0	0	0	0	0	0	0	0	21	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	20
NUP85	ENSG00000125450	ENST00000581104	nonsense_mediated_decay	0	1	0	139	2	0	0	0	0	0	0	0	9	0	0	114	0	2	0	0	0	1	0	0	0	0	0	0	0	13
NUP85	ENSG00000125450	ENST00000581335	processed_transcript	0	0	0	57	0	0	0	0	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23
NUP85	ENSG00000125450	ENST00000582681	retained_intron	0	0	0	53	0	0	0	0	0	0	0	0	21	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	26
NUP85	ENSG00000125450	ENST00000582833	processed_transcript	0	0	0	45	0	0	0	0	0	0	0	0	20	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	13
NUP85	ENSG00000125450	ENST00000583070	protein_coding	0	1	0	76	0	0	0	0	0	0	0	0	8	0	0	44	0	0	0	0	0	0	0	0	0	0	0	1	0	24
NUP85	ENSG00000125450	ENST00000583548	processed_transcript	0	0	0	65	0	0	0	0	0	0	0	0	11	0	0	40	0	1	0	0	0	0	0	0	0	0	0	0	0	13
NUP85	ENSG00000125450	ENST00000583569	protein_coding	0	0	0	63	0	0	0	0	0	0	0	0	10	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	13
NUP85	ENSG00000125450	ENST00000583877	protein_coding	0	1	0	65	0	0	0	0	0	0	0	0	26	0	0	27	0	0	0	0	0	1	0	0	0	0	0	1	0	12
NUP85	ENSG00000125450	ENST00000583948	processed_transcript	0	1	0	109	0	0	0	0	0	0	0	0	26	0	0	70	0	1	0	0	0	1	0	0	0	0	0	0	0	13
NUP85	ENSG00000125450	ENST00000584155	nonsense_mediated_decay	0	0	0	39	1	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	28
NUP88	ENSG00000108559	ENST00000225696	protein_coding	0	7	0	278	0	0	0	0	0	0	0	0	36	0	0	207	0	0	0	0	0	4	0	0	0	0	0	4	0	38
NUP88	ENSG00000108559	ENST00000570937	retained_intron	0	0	0	126	0	0	0	0	0	0	0	0	26	0	0	66	0	1	0	0	0	0	0	0	0	0	0	0	0	33
NUP88	ENSG00000108559	ENST00000572019	processed_transcript	0	2	0	91	0	0	0	0	0	0	0	0	40	0	0	12	0	2	0	0	0	2	0	0	0	0	0	0	0	39
NUP88	ENSG00000108559	ENST00000572290	nonsense_mediated_decay	0	0	0	104	0	0	0	0	0	0	0	0	27	0	0	36	0	2	0	0	0	0	0	0	0	0	0	0	0	39
NUP88	ENSG00000108559	ENST00000572809	protein_coding	0	1	0	115	0	1	4	0	0	0	0	0	22	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	28
NUP88	ENSG00000108559	ENST00000573169	processed_transcript	0	0	0	144	0	0	0	0	0	0	0	0	18	0	0	96	0	2	0	0	0	0	0	0	0	0	0	0	0	28
NUP88	ENSG00000108559	ENST00000573584	protein_coding	0	7	0	281	0	1	4	0	0	0	0	0	36	0	0	207	0	0	0	0	0	3	0	0	0	0	0	4	0	36
NUP88	ENSG00000108559	ENST00000574087	retained_intron	0	1	0	68	0	0	0	0	0	0	0	0	33	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	31
NUP88	ENSG00000108559	ENST00000574855	retained_intron	0	0	0	71	0	0	0	0	0	0	0	0	36	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	31
NUP88	ENSG00000108559	ENST00000574867	retained_intron	0	2	0	273	0	0	0	0	0	0	0	0	38	0	0	193	0	5	0	0	0	2	0	0	0	0	0	0	0	39
NUP88	ENSG00000108559	ENST00000575976	retained_intron	0	0	0	69	0	0	0	0	0	0	0	0	35	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	31
NUP88	ENSG00000108559	ENST00000576708	nonsense_mediated_decay	0	1	0	161	1	0	0	0	0	0	0	0	16	0	0	111	0	1	0	0	0	1	0	0	0	0	0	0	0	33
NUP88	ENSG00000108559	ENST00000576862	retained_intron	0	1	0	122	0	0	0	0	0	0	0	0	31	0	0	52	0	2	0	0	0	1	0	0	0	0	0	0	0	38
NUPL2	ENSG00000136243	ENST00000258742	protein_coding	0	0	1	26	0	0	0	0	0	0	0	0	5	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	3
NUPL2	ENSG00000136243	ENST00000410002	protein_coding	0	1	1	15	0	0	0	0	0	0	0	0	2	0	0	11	1	0	0	0	0	2	0	0	0	0	0	0	0	3
NUPL2	ENSG00000136243	ENST00000413919	protein_coding	0	0	2	24	0	0	0	0	0	0	0	0	4	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	3
NUPL2	ENSG00000136243	ENST00000437140	nonsense_mediated_decay	0	0	0	27	1	0	0	0	0	0	0	0	4	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	3
NUPL2	ENSG00000136243	ENST00000438012	nonsense_mediated_decay	0	0	0	28	1	0	0	0	0	0	0	0	5	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	3
NUPL2	ENSG00000136243	ENST00000477844	retained_intron	0	0	0	12	0	0	0	0	0	0	0	0	5	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	4
NUPL2	ENSG00000136243	ENST00000485250	retained_intron	0	0	0	26	0	0	0	0	0	0	0	0	4	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	3
NUPL2	ENSG00000136243	ENST00000486136	retained_intron	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	9
NUPL2	ENSG00000136243	ENST00000487595	processed_transcript	0	0	0	22	0	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NUPL2	ENSG00000136243	ENST00000489145	retained_intron	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
NUPL2	ENSG00000136243	ENST00000497500	retained_intron	0	0	0	16	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NUPR1L	ENSG00000185290	ENST00000329309	protein_coding	0	0	0	39	0	0	0	0	0	0	0	0	14	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	20
NXN	ENSG00000167693	ENST00000336868	protein_coding	1040	1	0	1125	9	0	0	104	0	0	0	0	34	576	936	1073	0	0	0	0	0	0	0	0	0	0	0	1	0	9
NXN	ENSG00000167693	ENST00000537628	protein_coding	960	1	0	404	2	0	0	96	0	0	0	0	36	548	864	351	0	0	0	0	0	0	0	0	0	0	0	1	0	15
NXN	ENSG00000167693	ENST00000538650	protein_coding	880	1	0	270	4	0	0	88	0	0	0	0	35	596	792	198	0	0	0	0	0	0	0	0	0	0	0	1	0	33
NXN	ENSG00000167693	ENST00000571080	retained_intron	800	0	0	17	0	0	0	80	0	0	0	0	5	704	720	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9
NXN	ENSG00000167693	ENST00000571281	retained_intron	720	0	0	101	0	0	0	72	0	0	0	0	34	632	648	14	0	8	0	0	0	0	0	0	0	0	0	0	0	45
NXN	ENSG00000167693	ENST00000571338	processed_transcript	640	0	0	720	0	0	0	64	0	0	0	0	46	544	576	605	0	5	0	0	0	0	0	0	0	0	0	0	0	64
NXN	ENSG00000167693	ENST00000571684	protein_coding	560	1	0	292	4	0	0	56	0	0	0	0	35	368	504	226	0	0	0	0	0	0	0	0	0	0	0	1	0	27
NXN	ENSG00000167693	ENST00000574018	processed_transcript	480	0	0	131	0	0	0	48	0	0	0	0	37	416	432	24	0	1	0	0	0	0	0	0	0	0	0	0	0	69
NXN	ENSG00000167693	ENST00000575171	retained_intron	400	0	0	913	0	0	0	40	0	0	0	0	57	296	360	847	0	0	0	0	0	0	0	0	0	0	0	0	0	9
NXN	ENSG00000167693	ENST00000575455	retained_intron	321	0	0	464	0	0	0	32	0	0	0	0	20	168	288	400	0	2	0	0	1	0	0	0	0	0	0	0	0	43
NXN	ENSG00000167693	ENST00000575801	protein_coding	240	1	0	409	9	0	0	24	0	0	0	0	34	152	216	351	0	0	0	0	0	0	0	0	0	0	0	1	0	15
NXN	ENSG00000167693	ENST00000576991	processed_transcript	160	0	0	118	0	0	0	16	0	0	0	0	30	144	144	36	0	6	0	0	0	0	0	0	0	0	0	0	0	46
NXN	ENSG00000167693	ENST00000577098	processed_transcript	80	1	0	535	0	0	0	8	0	0	0	0	46	40	72	442	0	7	0	0	0	1	0	0	0	0	0	0	0	41
NXNL2	ENSG00000130045	ENST00000375854	protein_coding	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
NXNL2	ENSG00000130045	ENST00000375855	protein_coding	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
NXNL2	ENSG00000130045	ENST00000478686	processed_transcript	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
NXNL2	ENSG00000130045	ENST00000487646	processed_transcript	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
NXPH1	ENSG00000122584	ENST00000405863	protein_coding	169	0	0	1250	2	0	0	0	0	0	0	0	22	46	169	1221	0	0	0	0	0	0	0	0	0	0	0	0	0	5
NXPH1	ENSG00000122584	ENST00000429542	protein_coding	145	0	0	1241	0	0	0	0	0	0	0	0	17	46	145	1219	0	0	0	0	0	0	0	0	0	0	0	0	0	5
NXPH1	ENSG00000122584	ENST00000438764	protein_coding	121	0	0	1241	0	0	0	0	0	0	0	0	17	46	121	1220	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NXPH1	ENSG00000122584	ENST00000497400	processed_transcript	97	0	0	265	0	0	0	0	0	0	0	0	19	70	97	227	0	0	0	0	0	0	0	0	0	0	0	0	0	19
NXPH1	ENSG00000122584	ENST00000602349	protein_coding	73	0	0	1245	0	0	0	0	0	0	0	0	19	22	73	1221	0	0	0	0	0	0	0	0	0	0	0	0	0	5
NXPH3	ENSG00000182575	ENST00000328741	protein_coding	0	0	0	32	1	0	0	0	0	0	0	0	8	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	7
NXPH3	ENSG00000182575	ENST00000513748	protein_coding	0	0	0	32	1	0	0	0	0	0	0	0	7	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	5
NXPH3	ENSG00000182575	ENST00000570453	retained_intron	0	0	0	36	0	0	0	0	0	0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	19
NYAP1	ENSG00000166924	ENST00000300179	protein_coding	0	1	2	47	3	0	1	0	0	0	0	0	9	0	0	16	2	0	0	0	0	0	0	0	0	0	0	1	0	18
NYAP1	ENSG00000166924	ENST00000423930	protein_coding	0	1	2	47	3	0	1	0	0	0	0	0	9	0	0	16	2	0	0	0	0	0	0	0	0	0	0	1	0	18
NYAP1	ENSG00000166924	ENST00000454988	protein_coding	0	1	2	36	1	0	0	0	0	0	0	0	11	0	0	11	2	0	0	0	0	0	0	0	0	0	0	1	0	13
NYAP1	ENSG00000166924	ENST00000489641	processed_transcript	0	0	0	26	0	0	0	0	0	0	0	0	11	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	6
NYAP1	ENSG00000166924	ENST00000496985	processed_transcript	0	0	0	28	0	0	0	0	0	0	0	0	11	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	8
OCM	ENSG00000122543	ENST00000242104	protein_coding	0	0	0	84	0	0	0	0	0	0	0	0	26	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	29
OCM	ENSG00000122543	ENST00000416608	protein_coding	0	0	0	89	0	0	0	0	0	0	0	0	26	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	31
OCM2	ENSG00000135175	ENST00000257627	protein_coding	0	1	0	93	1	0	0	0	0	0	0	0	56	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	17
OCM2	ENSG00000135175	ENST00000473987	processed_transcript	0	0	0	72	0	0	0	0	0	0	0	0	39	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ODCP	ENSG00000244556	ENST00000459650	processed_pseudogene	0	0	0	25	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7
ODF3L2	ENSG00000181781	ENST00000315489	protein_coding	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ODF3L2	ENSG00000181781	ENST00000382696	protein_coding	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ODF3L2	ENSG00000181781	ENST00000591681	retained_intron	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ODF4	ENSG00000184650	ENST00000328248	protein_coding	16	0	3	108	0	0	0	0	0	0	0	0	53	0	16	36	3	0	0	0	0	0	0	0	0	0	0	0	0	19
ODF4	ENSG00000184650	ENST00000584943	protein_coding	8	0	1	110	0	0	0	0	0	0	0	0	53	0	8	38	1	0	0	0	0	0	0	0	0	0	0	0	0	19
OGDH	ENSG00000105953	ENST00000222673	protein_coding	0	0	0	166	2	0	0	0	0	0	0	0	2	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	10
OGDH	ENSG00000105953	ENST00000419661	protein_coding	0	0	0	119	0	0	0	0	0	0	0	0	3	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	10
OGDH	ENSG00000105953	ENST00000439616	protein_coding	0	0	0	166	0	0	0	0	0	0	0	0	4	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	10
OGDH	ENSG00000105953	ENST00000443864	protein_coding	0	0	0	130	0	0	0	0	0	0	0	0	7	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	10
OGDH	ENSG00000105953	ENST00000444676	protein_coding	0	0	0	166	0	0	0	0	0	0	0	0	4	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	10
OGDH	ENSG00000105953	ENST00000447398	protein_coding	0	0	0	166	0	0	0	0	0	0	0	0	4	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	10
OGDH	ENSG00000105953	ENST00000449767	protein_coding	0	0	0	166	0	0	0	0	0	0	0	0	4	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	10
OGDH	ENSG00000105953	ENST00000459672	processed_transcript	0	0	0	14	0	0	0	0	0	0	0	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OGDH	ENSG00000105953	ENST00000497326	retained_intron	0	0	0	14	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OGDH	ENSG00000105953	ENST00000543843	protein_coding	0	0	0	115	0	0	0	0	0	0	0	0	4	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	14
OGFOD3	ENSG00000181396	ENST00000313056	protein_coding	1	3	0	129	5	0	0	0	0	0	0	0	35	0	0	79	0	0	0	0	1	0	0	0	0	0	0	3	0	11
